titulo_original;titulo_padronizado;id_todos_digitos;vaga_sap;cliente;tipo_contratacao;pais;estado;cidade;vaga_especifica_para_pcd;faixa_etaria;nivel_profissional;nivel_academico;nivel_ingles;nivel_espanhol;nivel;atuacao_tokenizadas;atividade_tokenizadas;competencias_tokenizadas
Arquiteto AEM_Adobe;Arquiteto Aemadobe;;Não;Miller-Curry;CLT Cotas;Brasil;sao paulo;sao paulo;nao;De: Até:;senior;ensino superior completo;fluente;;;arquitetura;job summary adobe solution architect candidate must able understand clients business benefits identify gaps focus area need addressed bring wow factor terms real value add solution offered candidate must hands expertise least implementations adobe experience manager along minimum real time implementations one following adobe marketing cloud capabilities adobe analytics adobe target adobe campaigns adobe audience manager candidate comfortable working clients demonstrate technical functional non functional expertise generate trust confidence within client help envision roadmap ahead alignment motto candidate able define aem adobe marketing cloud capabilities fit enterprise architecture ecosystem lead technical development delivery teams aem solutions thus owning client relationship sound understanding cloud platforms integrations like aws azure etc tech solutions adobe media optimizer ecommerce capabilities ibm ecommerce hybris magento added preferences sure exposure devops ams also added preference;job description roles responsibilities analyse business requirements rfps business requirements documentation functional non functional derive technical solutions designs scalable sustainable using industry best practices design principles solution blueprint comfortable streamlining scope assumptions perform project delivery estimations involving aem multiple capabilities adobe marketing cloud recommend hardware sizing basis load information write scope work independently aem various capabilities adobe marketing cloud stack able derive staffing plans delivery drops perform dependency management etc provide end end enterprise architecture demonstrating fit overall solution describing purpose role defined component responsible creation integration solution using adobe marketing cloud strong communication collaboration skills able work geo separated teams effective communication client meetings interactions explain present solution approach etc keen attention deliverable code ensure code quality assurance performance tuning system administration able get developer shoes help team technically hands complex code implementations defect solving ability sound knowledge various modes agile project operation able groom prospect resources help grow ibm adobe competency able conduct technical interview sessions assess enable lateral hire capable resources adobe marketing cloud capabilities ibm expertise adobe marketing cloud must hands development expertise sightly template language osgi framework bundles services tag libraries tag libraries sling model workflow scheduler observation etc aem integration various components adobe marketing cloud personalization journeys online offline segmentation ecommerce integrations enterprise search integrations etc user authorization authentication oauth saml sso ldap sync etc migration aem cms aem product upgradation design implement enterprise multi tier solutions highly scalable highly available systems omni channel experiences web tablets mobile define journeys client presentations demonstrations etc devops configuration administration maven jenkins azure devops vsts define bitbucket github repository branching strategy etc admin activities server configurations dispatcher rules configuration caching repository compaction indexing performance tuning optimization strong java knowledge good hands development expertise content fragment experience fragment form etc framework angular react mdl languages single page application spa aem forms ams devops large scale assets migration campaigns integration aem scene integration aem assets smart tagging analytics assets preferred bachelor master degree
Consultor Analista de Sustentabilidade - SV 137;Consultor Analista De Sustentabilidade Sv;137;Não;Morrison Ltd;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;basico;basico;;projetos;procuramos consultor experiente para conduzir uma competitiva sustentabilidade avaliacao uma analise abrangente praticas estrategias servicos solucoes;responsabilidades realizar uma revisao completa nossas atuais iniciativas politicas praticas sustentabilidade pesquisar analisar estrategias iniciativas metricas desempenho sustentabilidade dos principais concorrentes setor tecnologia identificar melhores praticas setor tendencias emergentes sustentabilidade desenvolver uma analise comparativa relatorio completo destacando pontos fortes pontos fracos oportunidades ameacas desenvolver battlecards para equipes vendas scorecards para stakeholders requisitos certificacoes experiencia gerenciamento projetos experiencia comprovada conducao avaliacoes sustentabilidade projetos consultoria preferencialmente industria tecnologia compreensao estruturas padroes metodologias relatorios sustentabilidade por exemplo gri sasb ods fortes habilidades analiticas capacidade interpretar conjuntos dados complexos excelentes habilidades comunicacao escrita verbal com capacidade apresentar descobertas recomendacoes forma eficaz proficiencia ingles obrigatoria capacidade demonstrada trabalhar forma independente colaborativa com equipes multifuncionais experiencia anterior envolvimento partes interessadas relatorios sustentabilidade corporativa
Gerente de Projetos;Gerente De Projetos;;Não;Porter-Wilson;CLT Full, Cooperado, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;gerente;ensino superior completo;basico;basico;;projetos;gerente projetos com experiencia implantacao sistema;presencial
Arquiteto .Net Senior;Arquiteto Net;;Não;Mann and Sons;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;fluente;;SR;projetos;bom entendimento sobre infraestrutura dns rede etc bom entendimento sobre recursos azure kubernetes maquinas virtuais configuracao aplicativos key vault etc docker net core years minimum azure devops web api design patterns facade singleton ... oop object oriented programming dependency injection bootstrap front end framework mvvm angularjs jquery sql server source control git ingles avancado trabalho remoto projeto tera duracao meses;bom entendimento sobre infraestrutura dns rede etc bom entendimento sobre recursos azure kubernetes maquinas virtuais configuracao aplicativos key vault etc docker net core years minimum azure devops web api design patterns facade singleton ... oop object oriented programming dependency injection bootstrap front end framework mvvm angularjs jquery sql server source control git ingles avancado trabalho remoto projeto tera duracao meses
933 - Consultor SAP PM-PS;Consultor Sap Pmps;933;Não;Glover, Warren and Norris;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;basico;basico;;sap;conhecimento tecnico sap senior especialista processos manutencao processos manutencao integracoes com orcamentacao investimentos projetos compras suprimentos ativos experiencia projetos implementacao conhecimentos abap serao diferencial disponibilidade para viagens pontuais sap senior especialista investimentos projetos processos orcamentacao investimentos projetos integracoes com compras suprimentos manutencao ativos experiencia projetos implementacao conversao conhecimentos abap serao diferencial disponibilidade para viagens pontuais;modelo trabalho hibrido local sao paulo osasco
934 - Consultor SAP SD Sênior;Consultor Sap Sd;934;Não;Glover, Warren and Norris;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;basico;basico;SR;sap;conhecimento tecnico experience years environment managing end end electronic integration projects minimum years experience sap ecc erp understanding idoc structures pidx cxml ansi formats experience managing integrations party system openinvoice cortex ariba actian etc excellent interpersonal verbal presentation writing skills experience documenting creating business requirements business processes electronic transactions strong end user knowledge sap module detail oriented strong analytical problem solving conceptual skills ability work independently team member;modelo trabalho remoto idioma ingles fluente
718 - Consultor Lotus Notes;Consultor Lotus Notes;718;Não;Bell Group;Hunting;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;basico;basico;;projetos;atribuicoes linhas gerais receber chamados analisar solucionar incidentes service requests acordo com sla estabelecido elaborar rcas realizar manutencoes corretivas evolutivas seguindo metodologia processos estabelecidos;remoto skills tecnicos necessarios conhecimento lotus notes logica programa conhecimento sql conceitos view formulario agentes fortemente recomendado experiencia com operacao ams familiaridade com processos operacao ams ferramentas gestao tickets service habilidade comunicacao experiencia analise funcional nao somente programacao
Diretor Comercial;Diretor Comercial;;Não;Santos-Knapp;;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;basico;basico;;projetos;responde pela gestao equipe vendedores inside sales desenvolvendo implantando estrategias para time baseadas nos nossos objetivos estabelecendo metodos indicadores area gerenciar performance time comercial implementando metodologias para desenvolver novas estrategias negocio assegurar que sistemas metricas indicadores desempenho estejam consistentemente gerando solucoes assegurar desenvolvimento novos mercados novos canais vendas conceitos comercializacao produtos alinhadas estrategias negocio assegurar manutencao dos clientes ativos bem como aumentar vendas mediante acompanhamento das acoes dos account executives assegurar alcance das metas vendas receita rentabilidade atraves gestao dos recursos dos volumes vendas definindo metas objetivos indicadores desempenho para area comercial tornar posicao empresa cada vez mais competitiva mediante analise das politicas precos mix produtos avaliando tendencias concorrencia mercado assegurar prospeccao novos clientes bem como negociar propostas comerciais adequadas necessidade dos clientes acordo com servicos disponiveis acompanhar indicadores desempenho area elaborando analises gerenciais sobre situacoes negocio propondo solucoes para melhores resultados;escolaridade especializacao completa area negocios area tecnica cursos certificacoes area gestao pessoas requisitos tecnicos vasta experiencia area comercial com gestao equipes experiencia com vendas produtos tecnologia mercado publico privado experiencia com venda produtos com foco infraestrutura redes iot edge computing experiencia com estruturacao equipes experiencia com definicao metricas gestao resultados nivel ingles fluente conhecimento processo registro oportunidades fabricantes assim como cotacoes conhecimento processo pregoes licitacoes tempo experiencia acima anos
SAP BASIS Sênior;Sap Basis;;Não;Morris, Moran and Dodson;CLT Full;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;fluente;basico;SR;sap;ensino superior completo desejavel administracao manutencao ambientes sap incluindo sap ecc hana sap outros modulos relevantes implementacao gerenciamento patches upgrades service packs configuracao monitoramento sistemas sap para garantir alto desempenho disponibilidade colaboracao com equipes funcionais para entender atender necessidades negocios relacionadas sap resolucao proativa problemas implementacao melhores praticas seguranca colaboracao projetos migracao instalacao integracao sistemas sap documentacao procedimentos processos relacionados ambiente sap experiencia gestao rotas transporte perfis acesso conhecimentos banco dados oracle sql sistema operacional unix linux windows;ingles fluente com otima conversacao interpretacao escrita experiencia minima anos vaga remoto treinamento remoto tera pelo menos semana escritorio alphaville para integracao onboarding custo viagem hospedagem pela empresa este treinamento devera ocorrem meses
Consultor SAP FI;Consultor Sap Fi;;Não;Evans PLC;Hunting;Brasil;sao paulo;campinas;;De: Até:;especialista;ensino superior completo;avancado;;;sap;senior sap consultant required knowledge accounts payable accounts receivable treasury accounting asset accounting flexible real estate management differentiator tax brazil localization data migration english level intermediate advanced talk global team align tasks answer questions template;pagamentos automaticos banco tipo operacao metodo pagamento itau remessa pagamento cliente fornecedor remessa cobranca extrato bancario transferencias bancarias ted doc boleto bancario boleto bancario cliente contas consumo citibank remessa pagamento cliente fornecedor extrato bancario transferencias bancarias ted doc boleto bancario contas consumo pagamentos manuais banco tipo operacao metodo pagamento itau compensacao documentos pagamentos manuais pagamento impostos citibank compensacao documentos pagamentos manuais pagamento impostos bradesco extrato bancario folha pagamento sap compensacao documentos pagamentos manuais pagamento impostos banco brasil extrato bancario compensacao documentos pagamentos manuais pagamento impostos caixa economica federal extrato bancario processo extrato bancario bank layouts remittance payment bank return statement cnab positions cnab positions connectivity banking interface using van nexxera brazil localization withholding tax irf imposto retido fonte
